row.ID,row m/z,row retention time,smiles,NPC.pathway,NPC.superclass,NPC.class,ClassyFire.most.specific.class
19577,315.0867573,10.622857,C1=CC(=C(C=C1C=CC(=O)OC=CC2=CC(=C(C=C2)O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
19579,463.1211924,10.623108,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])NCCC(C(CCNC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])O)O,Alkaloids,Pseudoalkaloids,pteridine alkaloids,N-acyl-alpha amino acids
19582,339.1226561,10.624395,CC12CC(OC(=O)C1CCC34C25C(O5)C=CC3C(=O)OC4)C6=COC=C6,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Dicarboxylic acids and derivatives
19584,271.0598146,10.624871,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,4'-hydroxyflavonoids
19588,337.1058883,10.626034,C1=CC=C(C=C1)OCCCOC2=C3C=CC(=O)OC3=CC4=C2C=CO4,Shikimates and Phenylpropanoids,Coumarins,Furocoumarins,Psoralens
19589,297.1483201,10.626116,CC1=COC2=C1C(=O)C(=O)C3=C2CCC4=C3CCCC4(C)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Butenolides
19601,369.0579694,10.6298,COC1=C(C=C(C=C1)S(=O)(=O)NC2=CC=CC=C2OC)NS(=O)(=O)C,Alkaloids,Peptide alkaloids,Dipeptides,Benzenesulfonamides
19602,315.1565144,10.629867,CCCCC(CC)COC(=O)C=CC1=CC(=C(C=C1)O)O,Terpenoids,Sesquiterpenoids,Eudesmane sesquiterpenoids,Sesquiterpenoids
19604,316.090184,10.630283,CC(=O)NC1=CC=CC=C1C(=O)NC(CC(=O)N)C(=O)O,Alkaloids,Small peptides,Aminoacids,Alpha amino acids
19605,527.2464948,10.630603,C1C=CC(C=C1)CCCCCCOC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)O)O,Terpenoids,Sesquiterpenoids,Open-chain polyketides,Terpene glycosides
19620,389.1115568,10.635345,CC(C(C(=O)NC(CO)C(=O)O)NC(=O)CNC(=O)C(CS)N)O,Amino acids and Peptides,Small peptides,Tripeptides,Oligopeptides
19624,361.0913655,10.63674,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)O)OC)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,6-O-methylated flavonoids
19625,329.1749508,10.637617,CC1=CCCC2=CC(CC(=CC3C(CC1)C(=C)C(=O)O3)C)OC2=O,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpene lactones
19627,369.0365013,10.638399,COC1=C(C2=C(C(=C1)O)C(=O)C=C(O2)C3=C(C=CC=C3O)O)OC,Shikimates and Phenylpropanoids,Cyclic polyketides,Isocoumarins,Benzopyrans
19628,279.1016878,10.638516,C1C(C(C(=O)O1)(CC2=CC(=CC=C2)O)O)CC3=CC(=CC=C3)O,Polyketides,Polycyclic aromatic polyketides,Angucyclines,Benzenoids
19629,203.1796516,10.638537,CC1=CCCC(=C)C=CC(=C(C)C)CC1,Terpenoids,Sesquiterpenoids,Cedrane and Isocedrane sesquiterpenoids,Sesquiterpenoids
19632,221.1901725,10.639446,CC1(CC2C1CCC3(C(CCC2(O3)C)O)C)C,Terpenoids,Sesquiterpenoids,Cedrane and Isocedrane sesquiterpenoids,Cedrane and isocedrane sesquiterpenoids
19633,297.1846227,10.639503,CC(=CC=CC=C(C)C=O)C=CC=C(C)C=CC=C(C)C=O,Terpenoids,Steroids,Pregnane steroids,Steroids and steroid derivatives
19650,323.1277592,10.64604,C=C1CC23COC(=O)C2=CCCC3CC14CC(OC4=O)C5=COC=C5,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Furans
19653,341.1381744,10.64728,C=C1CC23COC(=O)C2=CCCC3CC14CC(OC4=O)C5=COC=C5,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Furans
19656,301.0699346,10.649062,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)O,Shikimates and Phenylpropanoids,Flavonoids,Isoflavones,7-hydroxyflavonoids
19658,267.0653317,10.64915,CC1=C2C(=C(C=C1)C=O)C(=O)C3=C(C2=O)C=CC=C3O,Polyketides,Polycyclic aromatic polyketides,Anthraquinones and anthrones,Anthraquinones
19666,315.1953082,10.651325,CC12CCC(C(C1(CCC3(C2CCC(=C)C3C=C)O)O)(C)C(=O)O)O,Terpenoids,Diterpenoids,Labdane diterpenoids,Diterpene lactones
19669,505.2062173,10.652759,CC1(C2CC(=O)C3(C(C24COC(=O)CC4O1)C(CC(C35C(O5)C(=O)O)(C)C(C6=COC=C6)O)O)C)C,Terpenoids,Sesquiterpenoids,Colensane and Clerodane diterpenoids,Terpene lactones
19683,485.1058751,10.6623335,COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,Phenolic glycosides
19684,375.1441532,10.662967,CC(=CC(=O)OC1CC2=CC(CC(C(C3C1C(=C)C(=O)O3)O)(C)O)OC2=O)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpenoids
19686,341.136644,10.663584,C=C1CC23COC(=O)C2=CCCC3CC14CC(OC4=O)C5=COC=C5,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Butenolides
19687,407.1699613,10.663942,CC=C(C)C(=O)OC1C2C(C(C(=C)CCC=C(C1O)C(=O)OC)O)OC(=O)C2=C,Terpenoids,Meroterpenoids,Abeoabietane diterpenoids,Tricarboxylic acids and derivatives
19689,683.1363885,10.665555,C1=CC=C(C=C1)OC(=O)OCC2C(OC(C(O2)OC(=O)OC3=CC=CC=C3)COC(=O)OC4=CC=CC=C4)OC(=O)OC5=CC=CC=C5,Shikimates and Phenylpropanoids,Flavonoids,Flavones,Flavonoid O-glycosides
19691,309.0968209,10.666468,C1=CC(=CC#C1)C=CC(=O)OC2C(C(C(C(O2)CO)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acid esters
19693,211.0751569,10.667712,C1=CC=C(C(=C1)C#CC2=CC=CC=C2O)O,Shikimates and Phenylpropanoids,Terphenyls,Anthraquinones and anthrones,Styrenes
19700,235.1690241,10.670765,CC1CCC(C(C2=C(C(=O)CC12)C)O)C(=C)C,Terpenoids,Sesquiterpenoids,Eremophilane sesquiterpenoids,Sesquiterpenoids
19702,429.1520314,10.671008,CC(=O)OCC1=CC2C(C(CC(=CCC1)COC(=O)C)OC(=O)C)C(=C)C(=O)O2,Shikimates and Phenylpropanoids,Coumarins,Furocoumarins,Coumarins and derivatives
19703,581.1651873,10.67129,C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)COC(=O)C=CC4=CC=C(C=C4)O)O)O)O)C5=CC=C(C=C5)O,Shikimates and Phenylpropanoids,Flavonoids,Flavanones,Flavonoid-7-O-glycosides
19714,683.1341041,10.67397,NA,Alkaloids,Pseudoalkaloids,Azo and Azoxy alkaloids,Nitrobenzoic acids and derivatives
19717,609.1593818,10.675055,COC1=C(C=CC(=C1)C=CC(=O)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)O)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,Flavonoid O-glycosides
19720,485.1046752,10.676091,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,Phenolic glycosides
19722,481.1832629,10.676717,CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)C4CC4)C)C5=COC=C5,Terpenoids,Meroterpenoids,Limonoids,Naphthopyrans
19729,631.1411217,10.678365,COC1=C(C=CC(=C1)C=CC(=O)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)O)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,Flavonoid O-glycosides
19731,423.1398508,10.679533,CC1=C2C(C(C3C2(C4CCC3(C(=O)O4)C)C)OC(=O)C)C(OC1=O)C5=COC=C5,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Tricarboxylic acids and derivatives
19733,619.1206514,10.680294,NA,Carbohydrates,Polyols,Amino cyclitols,Aminocyclitol glycosides
19738,463.123737,10.681311,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavones,3'-O-methylated flavonoids
19739,353.0627672,10.681395,COC1=C(C2=C(C(=C1)O)C(=O)C=C(O2)C3=C(C=CC=C3O)O)OC,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,O-methylated flavonoids
19750,784.3726209,10.685432,C1=CC=C(C=C1)CC(C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NCC(=O)NC(CC(=O)N)C(=O)NC(CCCN=C(N)N)C(=O)O)N,Amino acids and Peptides,Oligopeptides,Linear peptides,Oligopeptides
19753,212.1644585,10.686285,C(CCCCCC(=O)O)CCCCC(=O)N,Fatty acids,Fatty amides,N-acyl amines,Medium-chain fatty acids
19756,401.1580808,10.687117,CC(=O)OC1CC2C(=O)OC(CC2(C3C14COC(=O)C4C=CC3)C)C5=COC=C5,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpene lactones
19760,563.2313061,10.688037,CC(C)CC(=O)OC1C2C(CC(C2(COC(=O)C)O)OC(=O)C)C(=CO1)COC3C(C(C(C(O3)CO)O)O)O,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Terpene glycosides
19771,321.0364378,10.692788,CCC(C(=S)N)S(=O)(=O)NC1CCS(=O)CC1,Amino acids and Peptides,Small peptides,Dipeptides,N-acyl-alpha amino acids and derivatives
19776,267.1013918,10.69489,CC1=CC2=C(C=C1)OC(=O)C(=C2C)C3=CC=C(C=C3)O,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,Isoflav-3-enones
19778,483.2175281,10.6953335,COC1=CC=C(C=C1)C=CC2=C(C(=CC(=C2)OC)OC)C=CC(=O)C=CC3=CC=C(C=C3)OCC=C,Shikimates and Phenylpropanoids,Flavonoids,Simple coumarins,Flavonoids
19780,355.1158142,10.696259,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,Shikimates and Phenylpropanoids,Lignans,Dibenzylbutyrolactone lignans,Dibenzylbutyrolactone lignans
19782,426.2479822,10.6978245,CC(=O)OC1CCC(C2(C1(C3CC4(C(=CC(=O)O4)C(C3CC2)(C)O)O)C)O)(C)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Dicarboxylic acids and derivatives
19786,519.1127529,10.69938,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)COC(=O)CC(=O)O)O)O)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,Flavonoid O-glycosides
19793,327.1590209,10.703989,CC1CC2CC(=O)C3=C2C(C14CC(OC4=O)C5=COC=C5)CCC3,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Colensane and clerodane diterpenoids
19795,349.2004376,10.704568,CC12CCC(C(C1CCC(=C)C2CC(=O)C3=CCOC3=O)(C)CO)O,Terpenoids,Diterpenoids,Labdane diterpenoids,Diterpene lactones
19796,541.094771,10.704822,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)COC(=O)CC(=O)O)O)O)O)O,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavones,Flavonoid O-glycosides
19798,631.1633628,10.706254,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(C(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)OC)CO)O)O)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,Flavonoid O-glycosides
19802,477.2302707,10.707216,CCCCCCCOC1=CC=C(C=C1)C(=O)OC2=CC=C(C=C2)C(=O)OC3=CC=C(C=C3)OCC,Shikimates and Phenylpropanoids,Flavonoids,Flavanones,O-methylated flavonoids
19804,229.0857783,10.707838,CC1=CC2=CC3=C(C=C2OC1=O)OC(=C3C)C,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,Psoralens
19818,371.1488768,10.710515,COCC12C3CCC=C1C(=O)OC2CC(=C)C34CC(OC4=O)C5=COC=C5,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpene lactones
19821,463.1223197,10.711715,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavones,Phenolic glycosides
19826,609.181608,10.712822,CC1C(C(C(C(O1)OC2C(C(C(OC2C3=C(C4=C(C=C3O)OC(=CC4=O)C5=CC(=C(C=C5)O)OC)O)CO)O)O)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,Flavonoid C-glycosides
19829,364.1223162,10.7140665,NA,Alkaloids,Histidine alkaloids,Imidazole alkaloids,Pyrimidines and pyrimidine derivatives
19830,365.1958803,10.714255,CC12CCC(C(C1(C(C34C2CCC(C3)C(=C)C4)C(=O)O)O)(C)C(=O)O)O,Terpenoids,Diterpenoids,Labdane diterpenoids,Diterpene lactones
19835,161.0595174,10.717285,CC1=CC2=C(C=C1)OC(=O)C=C2,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,Naphthols and derivatives
19845,609.1800888,10.72055,CC1C(C(C(C(O1)OC2C(C(C(OC2C3=C(C4=C(C=C3O)OC(=CC4=O)C5=CC(=C(C=C5)O)OC)O)CO)O)O)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,Flavonoid C-glycosides
19849,399.1434699,10.7211,CC(=O)OC1CC23COC(=O)C2=CC=CC3C4(C1C(=O)OC(C4)C5=COC=C5)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpene lactones
19853,345.1694488,10.721862,CC1CCC2(C3(CCC2(C14CC(OC4=O)C5=COC=C5)OC3=O)C)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpene lactones
19854,305.1167341,10.723516,CC1=COC2=C(C3=C(C=C12)C(=C(C(=O)O3)C)C4=CC=CC=C4)C,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,Furanocoumarins
19855,335.0912083,10.723712,CC1=CC(=C2C(=C1)C=C(C3=C2C(=O)C4=CC(=CC(=C4C3=O)O)C)O)O,Polyketides,Polycyclic aromatic polyketides,Angucyclines,Anthracenes
19859,323.1275924,10.725361,C=C1CC23COC(=O)C2=CCCC3CC14CC(OC4=O)C5=COC=C5,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Naphthopyrans
19864,359.149102,10.726695,CC=C(C)C(=O)OC1CC2(C(=O)C=C(O2)C(=CC3C1C(=C)C(=O)O3)C)C,Terpenoids,Diterpenoids,Abeoabietane diterpenoids,Terpene lactones
19869,295.1326796,10.727507,CC1=C2C(=CC(=CC(=[O+]C)C2=C(O1)C)C3=CC=CC=C3)OC,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Furans
19872,369.1671041,10.729077,CC1CC2C(C2(C)C)C3C=C(C(C4(C1(C3=O)C=C(C4O)C)O)O)C=O,Terpenoids,Diterpenoids,Pimarane and Isopimarane diterpenoids,Diterpenoids
19874,361.1647509,10.7300005,CC=C(C)C(=O)OC1C=C(C2=CC(C(C2C3C1C(=C)C(=O)O3)(C)O)O)C,Terpenoids,Diterpenoids,Nagilactone diterpenoids,Gamma butyrolactones
19893,367.1514802,10.737611,CC(=CC=CC=C(C)C(=CC=C(C)C(=O)O)O)C=CC=C(C)C(=O)O,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Dicarboxylic acids and derivatives
19894,362.1960575,10.738234,CC1CC(=O)C2(C(C13CC(OC3=O)C4=COC=C4)CCC5C2(O5)C)C,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpene lactones
19895,577.1320737,10.738251,COC1=C(C=C(C=C1)C2=CC=C(O2)C=NNC(=O)C(=O)NN=CC3=CC=C(O3)C4=CC(=C(C=C4)OC)[N+](=O)[O-])[N+](=O)[O-],Alkaloids,Tryptophan alkaloids,Pyridine alkaloids,Nitrobenzenes
19896,171.1168817,10.738334,CC1=CC=C(C=C1)C=C(C=C)C=C,Terpenoids,Sesquiterpenoids,Guaiane sesquiterpenoids,Guaianes
19897,589.1891459,10.738679,COCC(=CCOC(=O)C=CC1=CC=C(C=C1)O)C2CC(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)OC,Terpenoids,Monoterpenoids,Iridoids monoterpenoids,Iridoid O-glycosides
19898,233.150929,10.738733,CCCC(=C(C)CCC=C(C)C)C(=O)O,Terpenoids,Monoterpenoids,Drimane sesquiterpenoids,Dialkyl ethers
19899,271.0601503,10.738988,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Chalcones,7-hydroxyflavonoids
19909,355.1177638,10.745364,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,Shikimates and Phenylpropanoids,Lignans,Dibenzylbutyrolactone lignans,Benzodioxoles
19910,607.2716257,10.747779,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,Terpenoids,Diterpenoids,Norkaurane diterpenoids,Diterpene glycosides
19919,629.1286417,10.7501335,CC1C(C(C(C(O1)OC2=C(C3=C(C=C2)C=C(C(=O)O3)OC4=CC5=C(C=C4)C=CC(=O)O5)C6=C(C=CC7=C6OC(=O)C=C7)O)O)O)O,Shikimates and Phenylpropanoids,Lignans,Neolignans,3'-hydroxyflavonoids
19926,671.1544824,10.75135,C1C2C(C(C(C(O2)OC3=C(C=C(C=C3)C=CC(=O)OCC4C(C(C(C(O4)OC5=C(C=C(C=C5)C=CC(=O)O1)O)O)O)O)O)O)O)O,Terpenoids,Monoterpenoids,Secoiridoid monoterpenoids,Terpene glycosides
19928,341.1378745,10.751539,C=C1CC23COC(=O)C2=CCCC3CC14CC(OC4=O)C5=COC=C5,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Gamma butyrolactones
19931,585.1563066,10.752373,CC12C=CC3(C1C(OC=C2C(=O)OC)OC4C(C(C(C(O4)CO)O)O)O)C=C(C(=O)O3)C(C5=CC=C(C=C5)O)O,Carbohydrates,Nucleosides,Purine nucleos(t)ides,Purine nucleosides
19932,235.1689893,10.752951,CC(=C)C1CCC(=C)C(CC(C(=C)C(C1)O)O)O,Terpenoids,Sesquiterpenoids,Eudesmane sesquiterpenoids,"Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids"
19933,325.0912505,10.753075,C1=CC(=CC2=C1C=CC(=O)O2)OC3C(C(C(C(O3)CO)O)O)O,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,Coumarin glycosides
19946,319.2264976,10.756416,CC1CCC2(C(C1(C)CCC(=CC(=O)O)C)CC(=O)C=C2C)C,Terpenoids,Diterpenoids,Labdane diterpenoids,Diterpenoids
19948,521.1282697,10.756508,COC1=C(C(=CC=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O)C3=CC(=O)C4=C(O3)C(=C(C=C4O)OC)OC,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,Flavonoid-7-O-glucuronides
19951,327.1594616,10.757093,CC1CC2C34COC3(CCCC4C15CC(OC5=O)C6=COC=C6)CO2,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpene lactones
19954,249.1477189,10.758433,CC1=CC(=O)CC(C1(CCC(=CC(=O)O)C)O)(C)C,Terpenoids,Sesquiterpenoids,Apocarotenoids(ε-),Prenol lipids
19956,365.1355698,10.75859,CC1=C2C(=C(C(=C1OC)C)OC)C(=O)CC(O2)C3=CC=C(C=C3)OC,Shikimates and Phenylpropanoids,Flavonoids,Flavanones,5-O-methylated flavonoids
19958,273.2209675,10.7597065,CC12CCC3C(C1CCC2O)CCC4C3(CC(=O)CC4)C,Terpenoids,Apocarotenoids,Apocarotenoids (β-),Retinoids
19977,357.133016,10.764861,CC12CC(OC(=O)C1CCC34C25C(O5)C=CC3C(=O)OC4)C6=COC=C6,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Benzenoids
19983,417.1886353,10.766937,CC1CC(C2(C(C13CC(OC3=O)C4=COC=C4)CCC=C2C(=O)OC)C)OC(=O)C,Terpenoids,Diterpenoids,Secolabdane diterpenoids,Tricarboxylic acids and derivatives
19986,406.2203208,10.768534,CC1CCC23COC(=O)C2=CC(CC3C1(C)CCC4=CCOC4=O)OC(=O)C,Terpenoids,Sesquiterpenoids,Drimane sesquiterpenoids,Colensane and clerodane diterpenoids
19987,303.0867414,10.768802,COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC(=C(C=C3)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavanones,7-O-methylated flavonoids
19989,311.1274519,10.768933,CC1CC2C3=C(CCCC3C14CC(OC4=O)C5=COC=C5)C(=O)O2,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Butenolides
19992,255.2100296,10.769575,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C,Terpenoids,Steroids,Androstane steroids,Androgens and derivatives
19996,717.3458408,10.770124,CCCCCCC(=O)OC1C(OC(C(C1OC(=O)CCCCCC)OC(=O)CCCCCC)OC2(C(C(C(O2)CO)O)O)CO)CO,Terpenoids,Diterpenoids,Labdane diterpenoids,Diterpene glycosides
20013,353.1010264,10.773405,CC(=C(C)C(=O)C1=CC2=C(C=C1)OCO2)C(=O)C3=CC4=C(C=C3)OCO4,Shikimates and Phenylpropanoids,Lignans,Dibenzylbutyrolactone lignans,Lignan lactones
20019,267.1018058,10.774716,CC1=CC2=C(C=C1)OC(=O)C(=C2C)C3=CC=C(C=C3)O,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,Hydroxyisoflavonoids
20020,355.1166782,10.7748785,C1C(C(C(O1)C2=CC3=C(C=C2)OCO3)CO)C(C4=CC5=C(C=C4)OCO5)O,Shikimates and Phenylpropanoids,Lignans,Furofuranoid lignans,Furanoid lignans
20022,485.3262135,10.775798,CC(=C)C1CCC2(C1C3CCC4C5(CCC(=O)C(C5CCC4(C3(CC2)C(=O)O)C)(C)C)C)C(=O)O,Terpenoids,Triterpenoids,Ursane and Taraxastane triterpenoids,Triterpenoids
20024,333.2414788,10.775917,CC1CCC2(C(C1(C)CCC(=CC(=O)OC)C)CC(=O)C=C2C)C,Terpenoids,Diterpenoids,Labdane diterpenoids,Colensane and clerodane diterpenoids
20038,442.2429118,10.7813835,CC(=O)OC1CC2(C(CCC(C2(C)O)O)C(C1CO)(CC(C3=COC=C3)O)C=O)C,Terpenoids,Diterpenoids,Cassane diterpenoids,Naphthofurans
20050,303.2316132,10.783925,CC1(CCC2C(=CCC3C2(CCC(C3(C)CO)O)C)C1)C(CO)O,Terpenoids,Diterpenoids,Labdane diterpenoids,Diterpenoids
20054,443.1186496,10.785069,C1=C(C=C(C(=C1O)O)O)COC2C(C(C(C(O2)OCC3=CC(=C(C(=C3)O)O)O)O)O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Simple phenolic acids,Hydrolyzable tannins
20059,291.1583338,10.785794,CC1=CC2C(CCC(=C)C(CC1)OC(=O)C)C(=C)C(=O)O2,Terpenoids,Sesquiterpenoids,Germacrane sesquiterpenoids,Terpene lactones
20060,287.1631671,10.785869,CC1=CC2=C(C=C1O)C3(CCC(=O)C(C3CC2=O)(C)C)C,Terpenoids,Diterpenoids,Podocarpane diterpenoids,Diterpenoids
20061,369.1170515,10.785883,CC(=O)OCC1C(C(C(C(O1)OC(=O)C=CC2=CC=C(C=C2)O)O)O)O,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Coumaric acids and derivatives
20069,677.1687608,10.7879,C1C(C(C(C=C1C(=O)O)O)O)OC(=O)C2C(C3=CC(=C(C=C3C=C2C(=O)O)O)OC4C(C(C(C(O4)CO)O)O)O)C5=CC(=C(C=C5)O)O,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Gallotannins,Tannins
20072,379.1153601,10.788953,C1=CC=C(C=C1)C2=NC3=C(C=CC=N3)C(=N2)NC4=CC=C(C=C4)CC(=O)O,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids,Amino acids
20079,593.1866078,10.793467,CC1C(C(C(C(O1)OC2C(C(C(OC2C3=C(C=C(C4=C3OC(=CC4=O)C5=CC=C(C=C5)OC)O)O)CO)O)O)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,Flavonoid C-glycosides
20080,579.1495083,10.79413,C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)O)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,Flavonoid-7-O-glycosides
20087,371.1489662,10.796028,COCC12C3CCC=C1C(=O)OC2CC(=C)C34CC(OC4=O)C5=COC=C5,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Diterpene lactones
20090,365.1951837,10.79685,CC12CCC(C(C1C(C34C2CCC(C3O)C(=C)C4)C(=O)O)(C)C(=O)O)O,Terpenoids,Diterpenoids,Kaurane and Phyllocladane diterpenoids,Diterpenoids
20093,203.179663,10.797125,CC1=CCCC(=C)C2=CC(C2CC1)(C)C,Terpenoids,Sesquiterpenoids,Cedrane and Isocedrane sesquiterpenoids,Cedrane and isocedrane sesquiterpenoids
20094,221.1901915,10.797125,CC1(CC2C1CCC3(C(CCC2(O3)C)O)C)C,Terpenoids,Sesquiterpenoids,Cedrane and Isocedrane sesquiterpenoids,Cedrane and isocedrane sesquiterpenoids
20096,285.2215854,10.797916,CC1(CCC2C(=CCC3C2(CCCC3(C)C(=O)O)C)C1)C=C,Terpenoids,Apocarotenoids,Apocarotenoids (β-),Retinoids
20098,627.1349546,10.799666,C1=CC(=CC=C1C=CC(=O)OOCC2C(C(C(C(O2)OC3=C(C4=C(C(=C3)O)C(=O)C=C(O4)C5=CC(=C(C=C5)O)O)O)O)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,Flavonoid O-glucuronides
20112,495.1270593,10.804283,C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=CC=C(C=C3)C=CC(=O)O)O)O)O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones,Flavones
20115,273.1454092,10.806425,CC(CCC(=O)O)C(C)C(C)C1=CC=C(C=C1)O,Terpenoids,Sesquiterpenoids,Eudesmane sesquiterpenoids,Sesquiterpenoids
20119,671.1582237,10.807906,COC1=CC(=CC(=C1O)OC)C23C(O2)(C=C4C(=CC(=CC4=[O+]3)O)O)OC5C(C(C(C(O5)COC(=O)C=CC6=CC(=C(C=C6)O)O)O)O)O,Terpenoids,Monoterpenoids,Secoiridoid monoterpenoids,Terpene glycosides
